,name,xP,bps,creativity,ict_index,influence,opponent_team,threat,total_points,was_home
3126,Leander Dendoncker,3.3,14,5.5,1.8,10.8,14,2.0,2,1
3129,Alireza Jahanbakhsh,0.1,0,0.0,0.0,0.0,18,0.0,0,1
3130,Josh Brownhill,1.5,15,24.5,4.2,13.2,17,4.0,1,1
3131,Matty James,0.0,0,0.0,0.0,0.0,1,0.0,0,0
3135,Romaine Sawyers,0.5,0,0.0,0.0,0.0,3,0.0,0,0
3136,José Izquierdo,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3137,Harvey Barnes,2.2,4,1.2,0.4,0.4,1,2.0,3,0
3138,Daniel Ceballos Fernández,1.4,17,47.8,6.8,20.0,9,0.0,2,1
3139,Marcus Rashford,6.3,0,18.8,6.2,7.6,5,36.0,2,1
3140,Theo Walcott,0.0,0,0.0,0.0,0.0,7,0.0,0,1
3145,Moussa Djenepo,0.0,0,0.0,0.0,0.0,7,0.0,0,1
3146,Andreas Pereira,0.0,0,0.0,0.0,0.0,5,0.0,0,1
3149,Anwar El Ghazi,0.0,0,0.0,0.0,0.0,10,0.0,0,1
3154,Andros Townsend,2.5,9,28.5,5.9,28.2,8,2.0,2,0
3156,N'Golo Kanté,2.3,12,2.3,0.8,5.2,13,0.0,3,0
3161,Tyler Roberts,0.3,0,0.0,0.0,0.0,2,0.0,0,0
3162,Scott McTominay,2.0,10,3.0,2.4,9.2,5,12.0,3,1
3164,Ferran Torres,2.5,0,0.0,0.0,0.0,19,0.0,0,0
3168,Rolando Aarons,0.0,0,0.0,0.0,0.0,20,0.0,0,0
3169,Pierre-Emile Højbjerg,3.5,11,4.8,2.3,18.2,4,0.0,3,0
3173,Pierre-Emerick Aubameyang,2.0,12,16.0,3.5,6.6,9,12.0,2,1
3175,Jack Grealish,9.0,-5,16.9,7.2,8.4,10,47.0,1,1
3176,Frederico Rodrigues de Paula Santos,1.7,9,5.2,1.7,11.2,5,1.0,2,1
3177,Douglas Luiz Soares de Paulo,2.0,10,13.0,2.8,15.0,10,0.0,2,1
3178,Neeskens Kebano,0.0,0,0.0,0.0,0.0,6,0.0,0,1
3180,Oriol Romeu Vidal,4.5,15,14.8,5.1,22.6,7,14.0,3,1
3181,Mateusz Bogusz,0.0,0,0.0,0.0,0.0,2,0.0,0,0
3186,Harvey Elliott,0.0,0,0.0,0.0,0.0,15,0.0,0,1
3187,Nemanja Matic,0.7,0,0.0,0.0,0.0,5,0.0,0,1
3193,Kai Havertz,5.0,3,15.2,1.9,3.4,13,0.0,2,0
3195,Dale Stephens,0.2,0,0.0,0.0,0.0,17,0.0,0,1
3198,Kamil Grosicki,0.0,0,0.0,0.0,0.0,3,0.0,0,0
3202,James Ward-Prowse,4.8,44,39.2,11.0,52.0,7,19.0,11,1
3205,Stuart Armstrong,1.9,11,26.9,5.9,13.8,7,18.0,3,1
3206,Jamie Shackleton,1.0,10,16.5,3.1,8.2,2,6.0,3,0
3207,Ayoze Pérez,0.8,0,0.0,0.0,0.0,1,0.0,0,0
3209,James McCarthy,0.0,0,0.0,0.0,0.0,8,0.0,0,0
3212,Conor Hourihane,3.5,0,0.0,0.0,0.0,10,0.0,0,1
3214,Yves Bissouma,4.5,9,3.3,0.8,4.2,18,0.0,2,1
3218,Tomas Soucek,2.0,8,1.2,2.2,13.2,12,8.0,2,1
3220,Joseph Willock,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3223,Morgan Gibbs-White,0.0,0,0.0,0.0,0.0,14,0.0,0,1
3224,Jack Harrison,1.7,14,54.8,10.9,19.0,2,35.0,3,0
3226,Sander Berge,2.3,30,25.4,10.5,48.8,11,31.0,7,0
3229,Donny van de Beek,0.7,0,0.0,0.0,0.0,5,0.0,0,1
3232,Giovani Lo Celso,1.5,4,11.8,3.8,5.2,4,21.0,1,0
3237,Bamidele Alli,0.7,0,0.0,0.0,0.0,4,0.0,0,0
3240,Jairo Riedewald,4.5,28,13.3,7.4,43.4,8,17.0,9,0
3245,Adrián Bernabé,1.0,0,0.0,0.0,0.0,19,0.0,0,0
3246,Naby Keita,1.4,0,0.0,0.0,0.0,15,0.0,0,1
3248,Max Meyer,0.5,0,0.0,0.0,0.0,8,0.0,0,0
3249,Hakim Ziyech,0.7,2,0.5,0.1,0.2,13,0.0,1,0
3251,Kyle Edwards,0.2,7,11.3,2.0,7.0,3,2.0,1,0
3253,Ibrahima Diallo,0.7,-7,0.1,0.0,0.0,2,0.0,0,0
3254,Felipe Anderson Pereira Gomes,0.0,0,0.0,0.0,0.0,11,0.0,0,0
3255,Raheem Sterling,6.3,17,18.3,8.2,9.8,15,54.0,3,0
3256,Juan Mata,1.5,0,0.0,0.0,0.0,1,0.0,0,1
3258,Oliver Norwood,-0.2,2,0.5,0.7,6.6,12,0.0,1,1
3259,Wilfried Zaha,7.2,3,18.9,5.2,3.2,20,30.0,1,0
3261,Ryan Fraser,2.2,12,4.3,1.0,1.2,7,4.0,4,1
3263,Cengiz Ünder,2.7,19,20.8,4.4,21.2,10,2.0,4,0
3264,Hélder Wander Sousa de Azevedo e Costa,2.8,7,13.6,2.7,7.2,9,6.0,2,1
3265,Jean Michaël Seri,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3272,Dennis Praet,2.0,8,3.6,1.4,6.4,10,4.0,2,0
3280,Mark Noble,-0.8,0,0.0,0.0,0.0,11,0.0,0,0
3281,Bernardo Mota Veiga de Carvalho e Silva,3.7,15,9.3,3.7,10.2,15,17.0,3,0
3282,Jordan Henderson,2.5,12,9.3,2.6,15.2,19,1.0,2,1
3283,Curtis Jones,1.8,11,11.4,2.7,6.2,19,9.0,2,1
3286,Matt Ritchie,0.0,0,0.0,0.0,0.0,7,0.0,0,1
3294,Ivan Ricardo Neves Abreu Cavaleiro,1.0,1,0.5,0.1,0.2,18,0.0,1,1
3296,Jesse Lingard,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3297,Robbie Brady,0.2,1,0.8,0.5,2.4,5,2.0,1,1
3302,Jeff Hendrick,1.5,7,1.2,1.7,8.2,7,8.0,2,1
3306,Mace Goodridge,-0.5,0,0.0,0.0,0.0,5,0.0,0,1
3307,Youri Tielemans,5.5,52,3.6,10.8,70.6,10,34.0,15,0
3308,Oliver Burke,-0.5,0,0.0,0.0,0.0,12,0.0,0,1
3309,Bruno Miguel Borges Fernandes,5.5,7,17.5,3.5,9.2,1,8.0,2,1
3313,Anthony Gordon,0.8,0,0.0,0.0,0.0,14,0.0,0,0
3319,Kevin De Bruyne,3.3,22,48.7,9.6,26.4,15,21.0,6,0
3320,Gylfi Sigurdsson,1.8,6,32.0,9.4,12.8,14,49.0,2,0
3325,Phil Foden,5.3,4,0.8,0.5,2.2,15,2.0,1,0
3326,James Garner,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3327,Riyad Mahrez,3.7,10,20.1,5.5,9.8,15,25.0,3,0
3329,Jake Livermore,1.0,4,14.7,2.8,10.8,8,2.0,1,0
3332,Harrison Reed,1.0,3,11.3,1.6,5.0,18,0.0,0,1
3336,Jeffrey Schlupp,2.2,12,2.9,3.1,10.0,20,18.0,2,0
3338,James Rodríguez,0.0,0,0.0,0.0,0.0,14,0.0,0,0
3341,Aboubakar Kamara,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3344,Vitor Ferreira,0.5,0,0.0,0.0,0.0,6,0.0,0,1
3349,Gabriel Teodoro Martinelli Silva,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3351,Jonjo Shelvey,0.0,0,0.0,0.0,0.0,7,0.0,0,1
3356,José Ignacio Peleteiro Romallo,0.0,0,0.0,0.0,0.0,16,0.0,0,1
3358,Jonathan Leko,0.0,0,0.0,0.0,0.0,8,0.0,0,0
3359,Solomon March,2.2,10,16.7,3.1,6.4,17,8.0,2,0
3366,Luka Milivojevic,0.2,3,3.6,0.8,3.6,20,1.0,-1,0
3373,Steven Alzate,-0.2,0,0.0,0.0,0.0,17,0.0,0,0
3374,Sadio Mané,5.0,10,29.5,7.3,16.6,19,27.0,2,1
3378,Josh Sims,0.0,0,0.0,0.0,0.0,2,0.0,0,0
3379,Facundo Pellistri,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3383,Nicolas Pépé,2.2,0,0.0,0.0,0.0,13,0.0,0,0
3384,Bertrand Traoré,1.0,2,0.2,0.7,0.0,16,8.0,1,1
3385,Sam Field,0.0,0,0.0,0.0,0.0,8,0.0,0,0
3386,Stefan Johansen,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3387,Josh Benson,-0.5,0,0.0,0.0,0.0,5,0.0,0,1
3389,William Smallbone,0.0,0,0.0,0.0,0.0,2,0.0,0,0
3390,Granit Xhaka,1.0,0,0.0,0.0,0.0,13,0.0,0,0
3393,Jacob Ramsey,0.0,0,0.0,0.0,0.0,16,0.0,0,1
3395,Georginio Wijnaldum,2.8,15,6.8,1.4,7.6,19,0.0,2,1
3396,Adam Lallana,1.8,4,16.1,3.2,0.0,17,18.0,2,0
3398,Josh Onomah,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3399,Pablo Hernández Domínguez,0.8,7,9.2,1.8,3.8,9,5.0,2,1
3400,Bukayo Saka,4.0,7,3.0,2.1,7.2,13,11.0,3,0
3401,Mohamed Salah,8.5,23,16.6,11.0,35.0,19,58.0,8,1
3404,Luke Freeman,0.0,0,0.0,0.0,0.0,12,0.0,0,1
3405,Jack Cork,0.0,0,0.0,0.0,0.0,5,0.0,0,1
3406,Harry Winks,0.7,0,0.0,0.0,0.0,3,0.0,0,1
3409,Johann Berg Gudmundsson,0.6,0,0.0,0.0,0.0,5,0.0,0,1
3410,Manuel Lanzini,0.5,3,10.1,1.3,2.4,11,0.0,1,0
3411,Tanguy Ndombele,4.0,0,5.0,1.1,0.2,3,6.0,1,1
3413,Willian Borges Da Silva,1.8,10,4.1,0.8,0.0,13,4.0,3,0
3418,Rekeem Harper,0.0,0,0.0,0.0,0.0,8,0.0,0,0
3423,Jarrod Bowen,2.5,6,1.2,0.5,0.0,11,4.0,2,0
3425,Cole Palmer,1.0,0,0.0,0.0,0.0,15,0.0,0,0
3428,Matthew Longstaff,-0.4,0,0.0,0.0,0.0,7,0.0,0,1
3429,Meritan Shabani,0.5,0,0.0,0.0,0.0,6,0.0,0,1
3431,Jordan Stevens,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3437,Declan Rice,1.0,11,1.6,0.7,5.0,11,0.0,1,0
3438,Emile Smith Rowe,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3440,Abdoulaye Doucouré,1.8,13,3.6,5.5,16.2,14,35.0,1,0
3442,Owen Otasowie,0.5,0,0.0,0.0,0.0,6,0.0,0,1
3444,Adam Forshaw,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3445,Jacob Murphy,2.8,7,1.6,1.2,8.8,7,2.0,1,1
3449,Davy Pröpper,-0.1,0,0.0,0.0,0.0,17,0.0,0,0
3450,Thomas Partey,1.7,21,4.1,3.8,24.4,13,9.0,3,0
3451,Pablo Fornals,5.5,27,2.8,9.3,38.4,11,52.0,10,0
3454,Jayson Molumby,-0.5,0,0.0,0.0,0.0,17,0.0,0,0
3455,Mateo Kovacic,0.5,0,0.0,0.0,0.0,4,0.0,0,0
3456,Takumi Minamino,1.5,0,0.0,0.0,0.0,19,0.0,0,1
3458,Sofiane Boufal,0.0,0,0.0,0.0,0.0,2,0.0,0,0
3460,Isaac Hayden,0.2,3,0.2,0.0,0.0,7,0.0,1,1
3462,Mateusz Klich,2.5,11,10.0,2.6,8.8,9,7.0,2,1
3466,Brandon Pierrick,-0.5,0,0.0,0.0,0.0,20,0.0,0,0
3468,John Lundstram,0.5,6,10.8,1.8,1.6,12,6.0,1,1
3469,Mohamed Naser El Sayed Elneny,1.2,11,5.5,1.3,6.2,13,1.0,3,0
3470,Nampalys Mendy,2.7,14,2.1,0.7,5.2,10,0.0,2,0
3471,John Fleck,0.0,0,0.0,0.0,0.0,12,0.0,0,1
3474,Reiss Nelson,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3476,Wilfred Ndidi,0.0,0,0.0,0.0,0.0,10,0.0,0,0
3480,Ashley Westwood,1.5,14,3.0,1.1,8.4,5,0.0,2,1
3482,Bernard Anício Caldeira Duarte,0.8,6,13.8,2.1,7.6,14,0.0,1,0
3486,Rúben Diogo da Silva Neves,2.7,19,44.4,8.3,19.8,6,19.0,3,1
3490,Gareth Bale,3.0,26,20.8,7.8,34.2,3,23.0,9,1
3492,Ross Barkley,5.5,12,64.8,9.0,10.2,16,15.0,2,1
3493,Paul Pogba,1.5,3,15.0,2.1,0.2,1,6.0,2,1
3494,Harry Wilson,0.0,0,0.0,0.0,0.0,19,0.0,0,1
3496,Nathan Tella,0.2,0,0.0,0.0,0.0,2,0.0,0,0
3498,Jorge Luiz Frello Filho,3.5,2,0.1,0.0,0.0,4,0.0,1,0
3499,Fabian Delph,1.5,14,14.8,2.8,12.4,14,1.0,2,0
3504,Bruno André Cavaco Jordao,0.0,0,0.0,0.0,0.0,6,0.0,0,1
3505,Henri Lansbury,0.0,0,0.0,0.0,0.0,16,0.0,0,1
3506,Mahmoud Ahmed Ibrahim Hassan,3.0,0,1.6,8.1,10.8,16,69.0,2,1
3507,Ruben Loftus-Cheek,1.2,0,0.0,0.0,0.0,18,0.0,0,1
3509,Mario Lemina,1.0,6,11.3,2.5,13.2,18,0.0,1,1
3510,Heung-Min Son,11.5,9,12.6,2.1,3.6,3,5.0,2,1
3524,Sean Longstaff,0.5,9,35.5,7.1,14.2,7,21.0,2,1
3527,Alex Iwobi,2.5,13,13.8,1.6,2.2,14,0.0,4,0
3530,Ademola Lookman,3.8,6,25.1,7.7,10.2,18,42.0,2,1
3531,Raphael Dias Belloli,0.2,0,0.0,0.0,0.0,9,0.0,0,1
3532,Allan Marques Loureiro,1.8,13,24.3,5.0,25.4,14,0.0,1,0
3534,Christian Atsu,0.0,0,0.0,0.0,0.0,7,0.0,0,1
3535,Matteo Guendouzi,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3536,Erik Lamela,1.3,4,4.2,0.5,0.0,3,4.0,2,1
3537,Allan Saint-Maximin,2.2,1,2.1,3.5,7.8,7,25.0,3,1
3539,Gedson Carvalho Fernandes,0.5,0,0.0,0.0,0.0,3,0.0,0,1
3540,Lucas Rodrigues Moura da Silva,1.3,0,0.0,0.0,0.0,3,0.0,0,1
3542,Miguel Almirón,1.2,11,12.5,2.0,7.0,7,0.0,3,1
3546,John McGinn,4.8,5,12.7,2.4,7.4,16,4.0,2,1
3551,Cheikhou Kouyaté,1.5,17,0.9,1.5,13.8,20,0.0,2,0
3553,Mason Mount,3.5,33,42.0,10.4,39.6,4,22.0,6,0
3556,James McArthur,-0.2,0,0.0,0.0,0.0,20,0.0,0,0
3557,Leandro Trossard,1.8,8,15.7,4.5,3.0,17,26.0,2,0
3558,Diogo Jota,6.0,24,0.8,5.6,36.4,19,19.0,8,1
3560,Ben Osborn,0.2,1,1.0,0.4,3.2,12,0.0,1,1
3564,Rodrigo Hernandez,3.3,13,4.1,2.8,15.0,15,9.0,3,0
3565,Robert Snodgrass,-0.8,0,0.0,0.0,0.0,11,0.0,0,0
3567,Steven Bergwijn,1.3,0,0.0,0.0,0.0,3,0.0,0,1
3579,Daniel Castelo Podence,4.7,29,15.0,9.8,39.2,6,44.0,8,1
3581,Lucas Torreira,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3583,Matt Phillips,0.5,8,24.5,3.5,8.0,8,2.0,1,0
3587,Xherdan Shaqiri,2.0,17,15.7,3.5,19.6,19,0.0,4,1
3589,Alexis Mac Allister,3.2,3,1.3,0.2,1.0,17,0.0,1,0
3599,Alex Oxlade-Chamberlain,0.0,0,0.0,0.0,0.0,19,0.0,0,1
3601,Moussa Sissoko,2.7,8,2.2,0.7,5.2,3,0.0,2,1
3607,Daniel James,0.5,0,0.0,0.0,0.0,1,0.0,0,1
3609,Marc Albrighton,1.3,7,22.9,4.4,19.0,10,2.0,2,0
3614,Conor Gallagher,1.5,2,15.3,3.7,22.0,8,0.0,1,0
3615,Dwight McNeil,1.8,11,2.3,1.1,8.8,5,0.0,2,1
3616,Kalvin Phillips,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3618,Tom Cairney,4.0,15,16.3,5.4,11.8,18,26.0,3,1
3619,Grady Diangana,2.2,5,2.7,3.5,10.4,8,22.0,2,0
3620,Pascal Groß,2.2,22,41.1,7.1,29.8,17,0.0,6,0
3621,Pedro Lomba Neto,5.5,32,61.5,11.1,43.6,6,6.0,7,1
3622,Thiago Alcántara do Nascimento,1.1,0,0.0,0.0,0.0,19,0.0,0,1
3623,Tommy Doyle,1.0,0,0.0,0.0,0.0,15,0.0,0,0
3627,Jack Wilshere,0.0,0,0.0,0.0,0.0,11,0.0,0,0
3631,Adama Traoré,1.5,2,0.0,2.4,3.0,6,21.0,1,1
3632,Callum Hudson-Odoi,0.8,3,10.9,1.8,3.0,4,4.0,1,0
3638,Tom Davies,0.5,0,0.0,0.0,0.0,14,0.0,0,0
3642,Hamza Choudhury,1.0,0,0.0,0.0,0.0,10,0.0,0,0
3644,Tahith Chong,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3650,Marvelous Nakamba,0.0,0,0.0,0.0,0.0,16,0.0,0,1
3653,Matheus Pereira,2.0,1,0.8,1.2,1.4,8,10.0,1,0
3654,Oliver Skipp,0.0,0,0.0,0.0,0.0,3,0.0,0,1
3663,Saïd Benrahma,-0.5,3,0.0,0.2,2.2,11,0.0,1,0
3664,Jean-Philippe Gbamin,0.0,0,0.0,0.0,0.0,14,0.0,0,0
3670,James Maddison,2.3,12,18.3,2.5,4.4,10,2.0,4,0
3671,Adrien Silva,0.0,0,0.0,0.0,0.0,10,0.0,0,0
3672,Aaron Mooy,0.0,0,0.0,0.0,0.0,17,0.0,0,0
3676,Jay-Roy Grot,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3677,Demarai Gray,0.5,0,0.0,0.0,0.0,10,0.0,0,0
3679,James Milner,1.8,2,0.0,0.0,0.0,19,0.0,1,1
3681,Fabio Henrique Tavares,0.0,0,0.0,0.0,0.0,19,0.0,0,1
3682,Nathan Redmond,1.5,0,0.0,0.0,0.0,2,0.0,0,0
3683,André-Frank Zambo Anguissa,2.0,7,4.3,6.1,19.2,18,37.0,3,1
3687,Ian Carlo Poveda-Ocampo,0.2,2,2.1,1.2,3.8,9,6.0,1,1
3688,Mason Greenwood,1.0,1,2.7,2.5,1.4,1,21.0,1,1
3692,Andriy Yarmolenko,-0.2,1,1.3,0.1,0.0,11,0.0,1,0
3695,Ilkay Gündogan,2.3,3,0.8,0.1,0.2,15,0.0,1,0
3703,Billy Gilmour,0.0,0,0.0,0.0,0.0,4,0.0,0,0
3704,Mesut Özil,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3706,Eberechi Eze,0.2,2,1.6,0.7,3.2,20,2.0,1,0
3711,Filip Krovinovic,2.0,18,1.8,2.1,11.2,8,8.0,2,0
3712,Christian Pulisic,2.2,0,0.0,0.0,0.0,4,0.0,0,0
3713,André Filipe Tavares Gomes,1.2,2,12.5,0.8,0.0,14,0.0,1,0
3715,João Filipe Iria Santos Moutinho,1.7,3,0.7,0.3,1.8,6,0.0,1,1
3717,Anthony Knockaert,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3718,Kevin McDonald,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3722,Leander Dendoncker,4.0,8,12.7,3.6,8.6,6,15.0,3,1
3725,Alireza Jahanbakhsh,0.0,0,0.0,0.0,0.0,17,0.0,0,0
3726,Josh Brownhill,1.5,16,14.4,2.4,9.8,5,0.0,2,1
3727,Matty James,0.0,0,0.0,0.0,0.0,10,0.0,0,0
3731,Romaine Sawyers,0.8,-1,10.8,1.5,4.4,8,0.0,0,0
3732,José Izquierdo,-0.1,0,0.0,0.0,0.0,17,0.0,0,0
3733,Harvey Barnes,4.3,22,1.4,8.0,41.8,10,37.0,8,0
3734,Daniel Ceballos Fernández,1.8,0,0.0,0.0,0.0,13,0.0,0,0
3735,Marcus Rashford,5.2,4,19.3,3.7,3.6,1,14.0,2,1
3736,Theo Walcott,2.5,12,0.3,2.5,5.4,2,19.0,5,0
3741,Moussa Djenepo,0.0,0,0.0,0.0,0.0,2,0.0,0,0
3742,Andreas Pereira,0.0,0,0.0,0.0,0.0,1,0.0,0,1
3745,Anwar El Ghazi,0.0,0,0.0,0.0,0.0,16,0.0,0,1
3750,Andros Townsend,1.5,9,23.2,6.4,18.4,20,22.0,2,0
3752,N'Golo Kanté,3.2,15,19.3,4.5,17.4,4,8.0,3,0
3757,Tyler Roberts,-0.2,2,0.3,1.1,0.4,9,10.0,1,1
3758,Scott McTominay,2.0,13,13.9,2.8,10.2,1,4.0,2,1
3760,Ferran Torres,2.0,-5,3.3,9.5,6.4,15,85.0,3,0
3764,Rolando Aarons,0.0,0,0.0,0.0,0.0,7,0.0,0,1
3765,Pierre-Emile Højbjerg,3.5,13,2.9,1.8,15.0,3,0.0,2,1
3769,Pierre-Emerick Aubameyang,3.5,31,16.4,7.6,34.0,13,26.0,8,0
3771,Jack Grealish,10.8,44,36.8,21.6,63.6,16,116.0,15,1
3772,Frederico Rodrigues de Paula Santos,1.8,10,1.6,0.5,3.8,1,0.0,2,1
3773,Douglas Luiz Soares de Paulo,2.5,31,27.8,7.3,37.8,16,7.0,5,1
3774,Neeskens Kebano,0.0,0,0.0,0.0,0.0,18,0.0,0,1
3776,Oriol Romeu Vidal,4.2,12,1.6,2.0,18.4,2,0.0,2,0
3777,Mateusz Bogusz,0.0,0,0.0,0.0,0.0,9,0.0,0,1
3782,Harvey Elliott,0.0,0,0.0,0.0,0.0,19,0.0,0,1
3783,Nemanja Matic,0.8,10,13.0,3.3,9.4,1,11.0,1,1
3789,Kai Havertz,4.5,14,18.6,4.8,12.6,4,17.0,3,0
3791,Dale Stephens,-0.2,5,0.7,0.5,4.0,5,0.0,1,1
3794,Kamil Grosicki,0.0,0,0.0,0.0,0.0,8,0.0,0,0
3798,James Ward-Prowse,8.2,56,30.3,13.9,93.4,2,15.0,17,0
3801,Stuart Armstrong,3.5,12,11.8,3.5,18.8,2,4.0,5,0
3802,Jamie Shackleton,0.8,3,3.8,1.0,2.6,9,4.0,1,1
3803,Ayoze Pérez,1.3,0,0.0,0.0,0.0,10,0.0,0,0
3805,James McCarthy,-0.4,0,0.0,0.0,0.0,20,0.0,0,0
3808,Conor Hourihane,0.0,0,0.0,0.0,0.0,16,0.0,0,1
3810,Yves Bissouma,1.2,5,2.7,1.8,7.4,17,8.0,2,0
3814,Tomas Soucek,1.0,6,0.8,3.4,16.0,11,17.0,2,0
3816,Joseph Willock,0.0,0,0.0,0.0,0.0,13,0.0,0,0
3820,Morgan Gibbs-White,0.0,0,0.0,0.0,0.0,6,0.0,0,1
3821,Jack Harrison,3.2,22,48.8,8.7,29.8,9,8.0,6,1
3823,Sander Berge,2.0,11,16.3,4.9,11.0,12,22.0,2,1
3826,Donny van de Beek,0.8,2,4.9,1.3,0.4,1,8.0,1,1
3829,Giovani Lo Celso,1.0,2,25.6,3.6,5.6,3,5.0,1,1
3834,Bamidele Alli,0.7,0,0.0,0.0,0.0,3,0.0,0,1
3837,Jairo Riedewald,3.8,14,14.4,3.8,23.2,20,0.0,2,0
3842,Adrián Bernabé,1.0,0,0.0,0.0,0.0,15,0.0,0,0
3843,Naby Keita,0.9,0,0.0,0.0,0.0,19,0.0,0,1
3845,Max Meyer,-0.5,0,0.0,0.0,0.0,20,0.0,0,0
3846,Hakim Ziyech,5.8,42,16.5,7.9,51.0,4,11.0,14,0
3848,Kyle Edwards,0.5,0,0.0,0.0,0.0,8,0.0,0,0
3850,Ibrahima Diallo,0.4,0,0.0,0.0,0.0,14,0.0,0,1
3851,Felipe Anderson Pereira Gomes,0.0,0,0.0,0.0,0.0,8,0.0,0,1
3852,Raheem Sterling,4.2,4,4.8,3.8,4.0,11,29.0,1,1
3853,Juan Mata,2.0,4,3.0,1.7,2.2,7,12.0,2,0
3855,Oliver Norwood,0.7,7,12.1,1.8,6.0,5,0.0,2,0
3857,Wilfried Zaha,7.0,15,35.7,9.8,28.6,10,34.0,5,1
3859,Ryan Fraser,2.0,0,0.0,0.0,0.0,16,0.0,0,0
3861,Cengiz Ünder,2.0,0,0.0,0.0,0.0,20,0.0,0,1
3862,Hélder Wander Sousa de Azevedo e Costa,2.2,-5,1.1,0.0,0.0,6,2.0,-1,0
3863,Jean Michaël Seri,0.0,0,0.0,0.0,0.0,19,0.0,0,0
3870,Dennis Praet,3.0,18,11.5,2.1,7.8,20,2.0,6,1
3878,Mark Noble,0.1,0,0.0,0.0,0.0,8,0.0,0,1
3879,Bernardo Mota Veiga de Carvalho e Silva,2.2,2,2.4,1.0,5.8,11,2.0,1,1
3880,Jordan Henderson,2.0,11,1.8,0.6,3.0,12,1.0,2,0
3881,Curtis Jones,0.5,0,0.0,0.0,0.0,12,0.0,0,0
3884,Matt Ritchie,0.0,0,0.0,0.0,0.0,16,0.0,0,0
3892,Ivan Ricardo Neves Abreu Cavaleiro,0.3,3,0.0,0.8,0.0,19,8.0,1,0
3894,Jesse Lingard,0.0,0,0.0,0.0,0.0,7,0.0,0,0
3895,Robbie Brady,1.2,16,2.4,2.1,14.2,3,4.0,3,0
3900,Jeff Hendrick,2.0,4,0.6,0.0,0.0,16,0.0,2,0
3904,Mace Goodridge,0.0,0,0.0,0.0,0.0,3,0.0,0,0
3905,Youri Tielemans,5.2,10,14.8,3.0,6.4,20,9.0,3,1
3906,Oliver Burke,-0.3,0,0.0,0.0,0.0,5,0.0,0,0
3907,Bruno Miguel Borges Fernandes,8.2,51,21.2,17.3,93.6,7,58.0,17,0
3909,Jack Jenkins,1.2,0,0.0,0.0,0.0,6,0.0,0,0
3912,Anthony Gordon,0.2,0,0.0,0.0,0.0,13,0.0,0,1
3918,Kevin De Bruyne,2.5,6,31.9,6.8,20.0,11,16.0,3,1
3919,Gylfi Sigurdsson,1.5,6,11.9,2.2,8.0,13,2.0,2,1
3924,Phil Foden,3.2,0,0.0,0.0,0.0,11,0.0,0,1
3925,James Garner,0.0,0,0.0,0.0,0.0,7,0.0,0,0
3926,Riyad Mahrez,2.0,0,0.0,0.0,0.0,11,0.0,0,1
3928,Jake Livermore,0.2,5,1.2,0.5,2.2,17,2.0,2,1
3931,Harrison Reed,1.0,17,19.4,4.0,19.0,19,2.0,2,0
3935,Jeffrey Schlupp,2.2,7,10.6,1.7,4.6,10,2.0,1,1
3937,James Rodríguez,2.0,6,3.3,1.3,3.4,13,6.0,2,1
3940,Aboubakar Kamara,0.0,0,0.0,0.0,0.0,19,0.0,0,0
3943,Vitor Ferreira,0.0,0,0.0,0.0,0.0,9,0.0,0,0
3948,Gabriel Teodoro Martinelli Silva,0.0,0,0.0,0.0,0.0,2,0.0,0,1
3950,Jonjo Shelvey,0.0,0,0.0,0.0,0.0,16,0.0,0,0
3955,José Ignacio Peleteiro Romallo,0.0,0,0.0,0.0,0.0,1,0.0,0,0
3957,Jonathan Leko,0.0,0,0.0,0.0,0.0,17,0.0,0,1
3958,Solomon March,1.5,0,0.0,0.0,0.0,4,0.0,0,1
3965,Luka Milivojevic,0.0,0,0.0,0.0,0.0,10,0.0,0,1
3972,Steven Alzate,0.2,0,0.0,0.0,0.0,4,0.0,0,1
3973,Sadio Mané,5.2,12,12.3,3.1,6.6,12,12.0,5,0
3977,Josh Sims,0.0,0,0.0,0.0,0.0,14,0.0,0,1
3978,Facundo Pellistri,0.0,0,0.0,0.0,0.0,7,0.0,0,0
3982,Nicolas Pépé,1.5,2,1.1,2.5,2.4,2,21.0,1,1
