,name,xP,bps,creativity,ict_index,influence,opponent_team,threat,total_points,was_home
836,Oliver Skipp,0.0,0,0.0,0.0,0.0,16,0.0,0,0
840,Oriol Romeu Vidal,0.5,1,11.2,1.4,2.4,17,0.0,0,1
842,Pablo Fornals,1.5,11,12.8,1.5,2.6,1,0.0,2,0
843,Pablo Hernández Domínguez,1.0,0,0.0,0.0,0.0,8,0.0,0,1
845,Pascal Groß,0.0,0,0.0,0.0,0.0,14,0.0,0,0
851,Paul Pogba,2.5,7,6.8,3.8,15.6,6,16.0,2,1
852,Pedro Lomba Neto,3.0,4,23.9,5.0,8.0,12,18.0,2,1
854,Phil Foden,10.0,37,18.8,8.8,46.4,20,23.0,9,0
857,Pierre-Emerick Aubameyang,6.5,20,36.4,7.9,28.0,19,15.0,5,1
858,Pierre-Emile Højbjerg,2.0,14,1.3,1.1,9.2,16,0.0,2,0
859,Raheem Sterling,6.0,17,14.7,6.6,22.2,20,29.0,5,0
862,Reiss Nelson,0.5,0,0.0,0.0,0.0,19,0.0,0,1
863,Rekeem Harper,0.0,0,0.0,0.0,0.0,7,0.0,0,0
867,Riyad Mahrez,1.0,0,0.0,0.0,0.0,20,0.0,0,0
868,Robbie Brady,0.5,4,0.3,2.5,7.2,9,17.0,1,0
871,Robert Snodgrass,-0.5,0,0.0,0.0,0.0,1,0.0,0,0
874,Rodrigo Hernandez,2.0,8,16.2,2.9,12.0,20,1.0,1,0
876,Rolando Aarons,0.5,0,0.0,0.0,0.0,3,0.0,0,1
877,Romaine Sawyers,1.5,10,1.1,1.8,16.4,7,0.0,2,0
879,Ross Barkley,0.5,4,0.0,0.1,1.2,11,0.0,1,1
880,Ruben Loftus-Cheek,0.5,0,0.0,0.0,0.0,11,0.0,0,1
884,Ryan Fraser,1.0,3,2.3,0.9,4.6,3,2.0,1,1
888,Rúben Diogo da Silva Neves,0.5,15,11.6,5.1,13.0,12,26.0,2,1
890,Sadio Mané,9.5,48,7.0,13.6,79.6,5,49.0,16,0
891,Sam Field,0.0,6,0.1,0.5,5.2,7,0.0,1,0
894,Sander Berge,2.0,10,0.7,3.5,8.0,2,26.0,2,0
896,Scott McTominay,2.5,21,37.0,9.1,26.0,6,28.0,2,1
899,Sean Longstaff,1.0,0,0.0,0.0,0.0,3,0.0,0,1
907,Sofiane Boufal,-0.5,0,0.0,0.0,0.0,17,0.0,0,1
909,Solomon March,2.0,9,13.6,2.3,9.2,14,0.0,3,0
910,Stefan Johansen,0.0,0,0.0,0.0,0.0,10,0.0,0,0
911,Steven Alzate,2.0,11,13.8,2.3,6.8,14,2.0,3,0
912,Steven Bergwijn,1.5,2,11.4,1.1,0.0,16,0.0,1,0
913,Stuart Armstrong,0.4,11,13.4,2.3,4.0,17,6.0,2,1
916,Tahith Chong,0.0,0,0.0,0.0,0.0,6,0.0,0,1
917,Takumi Minamino,1.0,2,0.3,0.2,0.0,5,2.0,1,0
919,Tanguy Ndombele,1.0,2,1.5,0.4,2.2,16,0.0,0,0
922,Theo Walcott,0.5,0,0.0,0.0,0.0,18,0.0,0,1
923,Thiago Alcántara do Nascimento,2.6,3,17.8,2.2,3.2,5,1.0,1,0
930,Tomas Soucek,1.5,5,11.1,2.5,0.0,1,14.0,2,0
931,Tommy Doyle,1.0,0,0.0,0.0,0.0,20,0.0,0,0
932,Tom Cairney,0.5,0,0.0,0.0,0.0,10,0.0,0,0
933,Tom Davies,1.0,0,0.0,0.0,0.0,18,0.0,0,1
936,Tyler Roberts,1.0,5,15.2,3.2,5.4,8,11.0,1,1
942,Vitor Ferreira,-0.5,0,0.0,0.0,0.0,12,0.0,0,1
947,Wilfred Ndidi,3.0,14,0.3,2.1,20.6,4,0.0,2,1
948,Wilfried Zaha,11.0,44,42.8,17.1,71.2,13,57.0,15,0
950,William Smallbone,1.0,4,0.9,0.6,5.0,17,0.0,1,1
951,Willian Borges Da Silva,8.5,11,20.9,3.1,6.4,19,4.0,2,1
954,Xherdan Shaqiri,0.4,0,0.0,0.0,0.0,5,0.0,0,0
958,Youri Tielemans,3.0,17,34.7,6.5,20.8,4,9.0,2,1
959,Yves Bissouma,0.5,3,3.9,0.3,0.0,14,2.0,0,0
966,Aaron Mooy,0.0,0,0.0,0.0,0.0,13,0.0,0,1
969,Abdoulaye Doucouré,2.0,12,4.7,5.2,14.6,6,33.0,2,0
970,Aboubakar Kamara,1.0,1,37.4,4.3,6.0,2,0.0,0,1
971,Adama Traoré,2.3,9,8.3,1.6,7.8,19,0.0,2,0
972,Adam Forshaw,0.0,0,0.0,0.0,0.0,15,0.0,0,0
973,Adam Lallana,0.3,7,2.8,0.4,1.4,13,0.0,2,1
975,Adrien Silva,-0.5,0,0.0,0.0,0.0,12,0.0,0,0
976,Adrián Bernabé,0.1,0,0.0,0.0,0.0,9,0.0,0,1
984,Alexis Mac Allister,-0.8,0,0.0,0.0,0.0,13,0.0,0,1
985,Alex Iwobi,0.7,2,0.3,0.2,2.0,6,0.0,1,0
987,Alex Oxlade-Chamberlain,0.0,0,0.0,0.0,0.0,1,0.0,0,1
989,Alireza Jahanbakhsh,0.7,20,30.4,6.5,24.2,13,10.0,3,1
991,Allan Marques Loureiro,2.3,9,11.0,3.0,18.4,6,1.0,2,0
992,Allan Saint-Maximin,0.6,0,0.0,0.0,0.0,17,0.0,0,0
995,Andreas Pereira,1.0,0,0.0,0.0,0.0,3,0.0,0,0
997,Andriy Yarmolenko,0.3,0,0.0,0.0,0.0,20,0.0,0,1
998,Andros Townsend,7.3,20,38.3,7.1,32.8,7,0.0,5,1
999,André Filipe Tavares Gomes,2.3,11,2.1,1.0,7.4,6,0.0,2,0
1000,André-Frank Zambo Anguissa,2.7,13,16.0,4.9,14.8,2,18.0,2,1
1005,Anthony Gordon,0.0,0,0.0,0.0,0.0,6,0.0,0,0
1006,Anthony Knockaert,0.0,0,0.0,0.0,0.0,2,0.0,0,1
1010,Anwar El Ghazi,0.0,0,0.0,0.0,0.0,8,0.0,0,0
1013,Ashley Westwood,2.0,12,24.9,3.5,9.8,16,0.0,2,1
1016,Ayoze Pérez,1.2,0,0.0,0.0,0.0,12,0.0,0,0
1018,Bamidele Alli,0.8,0,0.0,0.0,0.0,14,0.0,0,1
1026,Ben Osborn,1.5,11,41.0,7.8,15.0,10,22.0,2,1
1028,Bernardo Mota Veiga de Carvalho e Silva,0.0,0,0.0,0.0,0.0,9,0.0,0,1
1030,Bernard Anício Caldeira Duarte,0.0,0,0.0,0.0,0.0,6,0.0,0,0
1032,Bertrand Traoré,1.6,5,0.3,0.4,1.4,8,2.0,1,0
1033,Billy Gilmour,0.0,0,0.0,0.0,0.0,18,0.0,0,0
1038,Brandon Pierrick,0.0,0,0.0,0.0,0.0,7,0.0,0,1
1041,Bruno André Cavaco Jordao,0.0,0,0.0,0.0,0.0,19,0.0,0,0
1042,Bruno Miguel Borges Fernandes,8.0,40,40.8,12.0,60.6,3,19.0,12,0
1043,Bukayo Saka,0.2,0,0.0,0.0,0.0,11,0.0,0,0
1044,Callum Hudson-Odoi,3.3,25,28.6,10.0,40.6,18,31.0,6,0
1050,Cengiz Ünder,1.6,0,0.0,0.0,0.0,12,0.0,0,0
1054,Cheikhou Kouyaté,4.7,29,0.2,8.9,46.4,7,42.0,9,1
1056,Christian Atsu,-0.5,0,0.0,0.0,0.0,17,0.0,0,0
1059,Christian Pulisic,0.0,0,0.0,0.0,0.0,18,0.0,0,0
1066,Cole Palmer,1.6,0,0.0,0.0,0.0,9,0.0,0,1
1069,Conor Gallagher,0.0,0,0.0,0.0,0.0,5,0.0,0,1
1070,Conor Hourihane,8.5,44,40.1,11.6,55.4,8,20.0,14,0
1072,Curtis Jones,0.8,0,0.0,0.0,0.0,1,0.0,0,1
1076,Dale Stephens,0.7,9,4.1,3.1,13.8,16,13.0,2,1
1078,Daniel Castelo Podence,3.7,0,0.0,0.0,0.0,19,0.0,0,0
1079,Daniel Ceballos Fernández,2.5,6,16.3,2.0,3.8,11,0.0,0,0
1080,Daniel James,1.5,0,0.0,0.0,0.0,3,0.0,0,0
1094,Davy Pröpper,-1.0,0,0.0,0.0,0.0,13,0.0,0,1
1097,Declan Rice,2.3,22,3.1,2.5,19.4,20,2.0,3,1
1098,Demarai Gray,-0.2,0,0.0,0.0,0.0,12,0.0,0,0
1100,Dennis Praet,4.8,5,11.8,2.0,8.0,12,0.0,2,0
1102,Diogo Jota,2.5,15,1.9,5.9,29.2,1,28.0,6,1
1105,Donny van de Beek,4.5,3,0.1,0.2,0.0,3,2.0,1,0
1106,Douglas Luiz Soares de Paulo,3.0,3,0.5,0.4,3.2,8,0.0,3,0
1108,Dwight McNeil,3.5,12,10.4,2.8,13.2,16,4.0,2,1
1109,Eberechi Eze,1.3,12,14.5,5.2,8.2,7,29.0,2,1
1115,Emile Smith Rowe,0.0,0,0.0,0.0,0.0,11,0.0,0,0
1122,Erik Lamela,2.2,3,1.3,1.2,3.4,14,7.0,1,1
1127,Fabian Delph,0.0,0,0.0,0.0,0.0,6,0.0,0,0
1129,Fabio Henrique Tavares,3.5,18,15.3,3.2,16.6,1,0.0,2,1
1134,Felipe Anderson Pereira Gomes,0.7,0,0.0,0.0,0.0,20,0.0,0,1
1137,Ferran Torres,1.5,-1,11.9,1.3,0.4,9,1.0,1,1
1144,Frederico Rodrigues de Paula Santos,1.5,4,0.8,0.3,2.4,3,0.0,1,0
1147,Gabriel Teodoro Martinelli Silva,0.0,0,0.0,0.0,0.0,11,0.0,0,0
1149,Gareth Bale,0.0,0,0.0,0.0,0.0,14,0.0,0,1
1151,Gedson Carvalho Fernandes,0.5,0,0.0,0.0,0.0,14,0.0,0,1
1153,Georginio Wijnaldum,2.8,11,15.8,3.4,9.4,1,9.0,2,1
1154,Giovani Lo Celso,1.5,8,34.5,8.2,12.6,14,35.0,3,1
1156,Grady Diangana,2.7,5,20.2,4.4,12.0,5,12.0,2,1
1157,Granit Xhaka,1.5,8,3.4,1.0,6.8,11,0.0,1,0
1158,Gylfi Sigurdsson,1.0,4,0.4,0.2,1.4,6,0.0,1,0
1159,Hakim Ziyech,0.0,0,0.0,0.0,0.0,18,0.0,0,0
1161,Hamza Choudhury,-0.5,0,0.0,0.0,0.0,12,0.0,0,0
1162,Harrison Reed,1.3,0,0.0,0.0,0.0,2,0.0,0,1
1165,Harry Wilson,0.5,0,0.0,0.0,0.0,1,0.0,0,1
1166,Harry Winks,1.8,17,16.9,3.8,21.2,14,0.0,1,1
1167,Harvey Barnes,5.5,5,2.2,2.8,8.2,12,18.0,2,0
1168,Harvey Elliott,0.5,0,0.0,0.0,0.0,1,0.0,0,1
1169,Henri Lansbury,0.0,0,0.0,0.0,0.0,8,0.0,0,0
1170,Heung-Min Son,9.5,8,40.3,5.2,4.0,14,8.0,1,1
1173,Hélder Wander Sousa de Azevedo e Costa,6.8,-1,2.3,2.4,0.2,15,21.0,3,0
1174,Ian Carlo Poveda-Ocampo,-0.2,2,0.8,2.9,3.2,15,25.0,1,0
1175,Ilkay Gündogan,0.0,0,0.0,0.0,0.0,9,0.0,0,1
1178,Isaac Hayden,1.2,7,0.7,1.8,17.2,17,0.0,1,0
1180,Ivan Ricardo Neves Abreu Cavaleiro,2.0,3,23.0,7.5,11.4,2,41.0,2,1
1181,Jack Cork,0.0,0,0.0,0.0,0.0,16,0.0,0,1
1182,Jack Grealish,5.5,29,25.0,13.1,45.4,8,61.0,8,0
1183,Jack Harrison,4.8,28,66.3,11.6,39.8,15,10.0,7,0
1187,Jack Wilshere,0.0,0,0.0,0.0,0.0,20,0.0,0,1
1188,Jacob Murphy,-0.2,5,0.3,0.7,6.8,17,0.0,1,0
1189,Jacob Ramsey,1.1,4,0.0,0.0,0.0,8,0.0,1,0
1190,Jairo Riedewald,0.2,3,0.3,0.1,0.4,7,0.0,1,1
1191,Jake Livermore,1.0,9,10.8,2.4,13.6,5,0.0,2,1
1196,James Garner,1.0,0,0.0,0.0,0.0,3,0.0,0,0
1198,James Maddison,3.5,28,0.3,4.3,33.4,12,9.0,10,0
1199,James McArthur,2.0,8,12.7,3.3,17.8,7,2.0,1,1
1200,James McCarthy,2.0,16,13.9,4.0,18.2,7,8.0,2,1
1201,James Milner,0.9,3,0.6,0.1,0.8,1,0.0,1,1
1202,James Rodríguez,5.7,16,41.7,8.1,14.4,6,25.0,2,0
1205,James Ward-Prowse,2.3,16,5.1,1.7,11.4,4,0.0,3,0
1206,Jamie Shackleton,-0.2,0,0.0,0.0,0.0,15,0.0,0,0
1212,Jarrod Bowen,6.3,44,1.0,11.5,68.6,20,45.0,15,1
1215,Jay-Roy Grot,-0.5,0,0.0,0.0,0.0,15,0.0,0,0
1217,Jayson Molumby,0.1,0,0.0,0.0,0.0,13,0.0,0,1
1219,Jean Michaël Seri,0.0,0,0.0,0.0,0.0,2,0.0,0,1
1220,Jean-Philippe Gbamin,0.0,0,0.0,0.0,0.0,6,0.0,0,0
1222,Jeffrey Schlupp,3.0,0,0.0,0.0,0.0,7,0.0,0,1
1223,Jeff Hendrick,5.5,8,0.7,0.5,3.4,17,1.0,2,0
1224,Jesse Lingard,1.0,0,0.0,0.0,0.0,3,0.0,0,0
1231,Johann Berg Gudmundsson,0.0,0,0.0,0.0,0.0,16,0.0,0,1
1233,John Fleck,1.8,0,0.0,0.0,0.0,10,0.0,0,1
1234,John Lundstram,1.5,4,52.3,10.1,17.8,10,31.0,2,1
1235,John McGinn,6.0,35,55.4,13.1,45.0,8,31.0,10,0
1240,Jonathan Leko,0.0,0,0.0,0.0,0.0,5,0.0,0,1
1242,Jonjo Shelvey,1.2,5,15.2,2.8,5.0,17,8.0,1,0
1245,Jordan Henderson,0.0,0,0.0,0.0,0.0,1,0.0,0,1
1248,Jordan Stevens,0.0,0,0.0,0.0,0.0,15,0.0,0,0
1249,Jorge Luiz Frello Filho,5.0,0,0.0,0.0,0.0,18,0.0,0,0
1251,Joseph Willock,-0.5,0,0.0,0.0,0.0,11,0.0,0,0
1252,Josh Benson,0.0,0,0.0,0.0,0.0,16,0.0,0,1
1253,Josh Brownhill,2.0,8,10.0,5.4,8.2,16,36.0,2,1
1254,Josh Onomah,1.0,0,0.0,0.0,0.0,2,0.0,0,1
1255,Josh Sims,0.0,0,0.0,0.0,0.0,4,0.0,0,0
1257,José Ignacio Peleteiro Romallo,0.0,0,0.0,0.0,0.0,8,0.0,0,0
1258,José Izquierdo,0.0,0,0.0,0.0,0.0,13,0.0,0,1
1259,João Filipe Iria Santos Moutinho,2.3,12,17.6,3.2,5.4,19,9.0,2,0
1264,Juan Mata,1.0,0,0.0,0.0,0.0,3,0.0,0,0
1265,Kai Havertz,3.7,20,28.9,9.4,33.2,18,32.0,5,0
1266,Kalvin Phillips,2.5,22,65.8,9.0,24.2,15,0.0,2,0
1267,Kamil Grosicki,-0.8,0,0.0,0.0,0.0,5,0.0,0,1
1277,Kevin De Bruyne,8.0,13,42.5,6.3,10.4,9,10.0,2,1
1279,Kevin McDonald,0.0,0,0.0,0.0,0.0,2,0.0,0,1
1287,Kyle Edwards,-0.3,0,0.0,0.0,0.0,5,0.0,0,1
1290,Leander Dendoncker,1.3,0,0.0,0.0,0.0,19,0.0,0,0
1291,Leandro Trossard,4.0,-3,25.0,5.1,3.0,13,23.0,1,1
1298,Lucas Rodrigues Moura da Silva,4.8,26,19.9,14.1,39.4,14,82.0,9,1
1299,Lucas Torreira,-0.5,0,0.0,0.0,0.0,11,0.0,0,0
1301,Luka Milivojevic,0.7,0,0.0,0.0,0.0,7,0.0,0,1
1303,Luke Freeman,0.0,0,0.0,0.0,0.0,10,0.0,0,1
1308,Mace Goodridge,1.1,0,0.0,0.0,0.0,16,0.0,0,1
1309,Mahmoud Ahmed Ibrahim Hassan,3.0,16,1.3,4.0,12.6,8,26.0,3,0
1311,Manuel Lanzini,0.0,0,0.0,0.0,0.0,20,0.0,0,1
1315,Marcus Rashford,5.5,21,14.5,9.0,36.6,3,39.0,7,0
1316,Marc Albrighton,0.2,0,0.0,0.0,0.0,12,0.0,0,0
1318,Mario Lemina,0.3,0,0.0,0.0,0.0,2,0.0,0,1
1320,Mark Noble,1.0,3,0.5,0.3,2.6,20,0.0,1,1
1324,Marvelous Nakamba,0.5,5,0.3,0.8,7.2,8,0.0,1,0
1325,Mason Greenwood,2.5,9,12.1,2.4,6.2,3,6.0,2,0
1327,Mason Mount,6.3,48,52.1,18.4,50.8,18,81.0,12,0
1329,Mateo Kovacic,2.0,9,2.8,0.9,5.6,18,1.0,1,0
1330,Mateusz Bogusz,-0.5,0,0.0,0.0,0.0,15,0.0,0,0
1331,Mateusz Klich,6.5,14,40.4,6.5,14.8,15,10.0,3,0
1332,Matheus Pereira,4.7,21,28.3,5.7,28.8,5,0.0,5,1
1335,Matteo Guendouzi,-0.5,0,0.0,0.0,0.0,11,0.0,0,0
1338,Matthew Longstaff,0.0,0,0.0,0.0,0.0,17,0.0,0,0
1340,Matty James,-0.5,0,0.0,0.0,0.0,12,0.0,0,0
1343,Matt Phillips,-0.3,3,0.0,0.8,0.2,5,8.0,1,1
1344,Matt Ritchie,0.2,10,23.3,5.3,11.6,17,18.0,2,0
1349,Max Meyer,0.0,0,0.0,0.0,0.0,7,0.0,0,1
1351,Meritan Shabani,1.1,0,0.0,0.0,0.0,19,0.0,0,0
1352,Mesut Özil,-0.5,0,0.0,0.0,0.0,11,0.0,0,0
1358,Miguel Almirón,1.8,9,14.4,3.9,11.0,17,14.0,2,0
1359,Mohamed Naser El Sayed Elneny,1.2,17,0.6,1.1,8.0,11,2.0,2,0
1360,Mohamed Salah,9.8,18,27.3,7.8,7.0,1,44.0,5,1
1363,Morgan Gibbs-White,0.0,0,0.0,0.0,0.0,19,0.0,0,0
1364,Moussa Djenepo,3.0,2,3.0,0.9,0.0,4,8.0,3,0
1365,Moussa Sissoko,0.8,0,0.0,0.0,0.0,14,0.0,0,1
1366,N'Golo Kanté,3.0,16,7.2,2.5,15.4,18,2.0,2,0
1367,Naby Keita,2.5,11,14.3,3.9,2.8,1,22.0,2,1
1368,Nampalys Mendy,2.5,20,20.8,5.3,32.6,12,0.0,5,0
1371,Nathan Redmond,0.0,0,0.0,0.0,0.0,4,0.0,0,0
1372,Nathan Tella,0.7,4,0.3,0.3,2.2,4,0.0,1,0
1375,Neeskens Kebano,1.3,3,1.3,1.2,0.4,2,10.0,1,1
1377,Nemanja Matic,3.0,19,4.6,3.6,22.6,3,9.0,4,0
1379,Nicolas Pépé,0.5,2,1.3,0.1,0.0,11,0.0,1,0
1384,Oliver Burke,2.2,6,32.4,7.4,5.8,10,36.0,3,1
1387,Oliver Norwood,1.5,2,0.3,0.1,0.6,10,0.0,1,1
1388,Oliver Skipp,0.0,0,0.0,0.0,0.0,14,0.0,0,1
1392,Oriol Romeu Vidal,1.7,9,2.8,2.3,20.6,4,0.0,3,0
1394,Pablo Fornals,4.3,19,10.6,3.3,17.8,20,5.0,9,1
1395,Pablo Hernández Domínguez,0.0,0,0.0,0.0,0.0,15,0.0,0,0
1397,Pascal Groß,-0.3,5,16.2,3.0,4.0,13,10.0,1,1
1403,Paul Pogba,3.0,3,0.8,0.0,0.0,3,0.0,2,0
1404,Pedro Lomba Neto,3.3,12,43.5,6.0,8.4,19,8.0,2,0
1406,Phil Foden,6.0,5,3.7,0.4,0.6,9,0.0,2,1
1409,Pierre-Emerick Aubameyang,4.2,5,0.9,0.9,4.2,11,4.0,2,0
1410,Pierre-Emile Højbjerg,2.2,14,32.1,5.8,18.2,14,8.0,2,1
1411,Raheem Sterling,4.0,-4,6.5,5.1,4.6,9,40.0,2,1
1414,Reiss Nelson,-0.5,0,0.0,0.0,0.0,11,0.0,0,0
1415,Rekeem Harper,-0.7,0,0.0,0.0,0.0,5,0.0,0,1
1419,Riyad Mahrez,6.5,39,42.9,12.5,52.4,9,30.0,12,1
1420,Robbie Brady,0.0,0,0.0,0.0,0.0,16,0.0,0,1
1423,Robert Snodgrass,0.0,0,0.0,0.0,0.0,20,0.0,0,1
1426,Rodrigo Hernandez,2.0,14,8.0,2.4,12.6,9,3.0,2,1
1428,Rolando Aarons,-0.5,0,0.0,0.0,0.0,17,0.0,0,0
1429,Romaine Sawyers,1.0,12,11.9,2.4,11.4,5,1.0,2,1
1431,Ross Barkley,1.7,0,0.0,0.0,0.0,18,0.0,0,0
1432,Ruben Loftus-Cheek,1.7,0,0.0,0.0,0.0,18,0.0,0,0
1436,Ryan Fraser,-0.2,0,0.0,0.0,0.0,17,0.0,0,0
1440,Rúben Diogo da Silva Neves,1.7,18,7.0,4.4,21.0,19,16.0,2,0
1443,Sadio Mané,8.8,22,26.5,15.4,43.0,1,84.0,7,1
1444,Sam Field,-0.3,3,0.0,0.1,1.0,5,0.0,1,1
1447,Sander Berge,2.2,10,22.4,3.8,12.0,10,4.0,2,1
1449,Scott McTominay,2.0,0,0.0,0.0,0.0,3,0.0,0,0
1452,Sean Longstaff,-0.2,0,0.0,0.0,0.0,17,0.0,0,0
1461,Sofiane Boufal,0.0,0,0.0,0.0,0.0,4,0.0,0,0
1463,Solomon March,3.3,31,18.2,13.1,47.2,13,66.0,8,1
1464,Stefan Johansen,0.0,0,0.0,0.0,0.0,2,0.0,0,1
1465,Steven Alzate,1.3,25,34.7,5.5,15.8,13,4.0,2,1
1466,Steven Bergwijn,1.5,4,18.5,4.7,11.0,14,17.0,1,1
1467,Stuart Armstrong,1.7,7,4.1,2.8,9.4,4,14.0,3,0
1470,Tahith Chong,0.0,0,0.0,0.0,0.0,3,0.0,0,0
1471,Takumi Minamino,1.2,3,0.0,0.0,0.0,1,0.0,1,1
1473,Tanguy Ndombele,1.2,3,5.1,1.1,2.0,14,4.0,1,1
1476,Theo Walcott,0.0,0,0.0,0.0,0.0,6,0.0,0,0
1477,Thiago Alcántara do Nascimento,1.0,0,0.0,0.0,0.0,1,0.0,0,1
1484,Tomas Soucek,3.3,11,1.0,7.3,12.0,20,60.0,6,1
1485,Tommy Doyle,0.5,0,0.0,0.0,0.0,9,0.0,0,1
1486,Tom Cairney,0.7,16,40.7,6.2,18.2,2,3.0,1,1
1487,Tom Davies,0.7,2,0.0,0.0,0.0,6,0.0,1,0
1490,Tyler Roberts,0.5,2,5.2,0.5,0.0,15,0.0,1,0
1496,Vitor Ferreira,0.7,4,12.1,2.0,7.4,19,0.0,1,0
1501,Wilfred Ndidi,0.0,0,0.0,0.0,0.0,12,0.0,0,0
1502,Wilfried Zaha,8.0,-1,2.9,5.1,1.6,7,46.0,1,1
1504,William Smallbone,1.0,0,0.0,0.0,0.0,4,0.0,0,0
1505,Willian Borges Da Silva,5.5,6,13.7,1.5,0.8,11,0.0,2,0
1508,Xherdan Shaqiri,0.5,0,0.0,0.0,0.0,1,0.0,0,1
1512,Youri Tielemans,3.2,27,2.0,6.5,46.2,12,17.0,6,0
1513,Yves Bissouma,0.0,0,0.0,0.0,0.0,13,0.0,0,1
1520,Aaron Mooy,0.0,0,0.0,0.0,0.0,7,0.0,0,0
1523,Abdoulaye Doucouré,3.3,29,34.8,6.9,32.4,3,2.0,5,1
1524,Aboubakar Kamara,0.5,0,0.8,3.0,4.2,20,25.0,1,0
1525,Adama Traoré,2.5,3,0.1,0.4,4.0,8,0.0,1,1
1526,Adam Forshaw,0.0,0,0.0,0.0,0.0,12,0.0,0,1
1527,Adam Lallana,0.7,5,13.0,2.4,3.4,7,8.0,1,0
1529,Ademola Lookman,1.0,9,12.8,2.6,11.2,20,2.0,1,0
1530,Adrien Silva,0.5,0,0.0,0.0,0.0,19,0.0,0,1
1531,Adrián Bernabé,0.4,0,0.0,0.0,0.0,10,0.0,0,0
1539,Alexis Mac Allister,-0.5,0,0.0,0.0,0.0,7,0.0,0,0
1540,Alex Iwobi,2.3,15,13.6,4.5,27.2,3,4.0,5,1
1542,Alex Oxlade-Chamberlain,0.0,0,0.0,0.0,0.0,2,0.0,0,0
1544,Alireza Jahanbakhsh,0.2,0,0.0,0.0,0.0,7,0.0,0,0
1546,Allan Marques Loureiro,0.0,0,0.0,0.0,0.0,3,0.0,0,1
1547,Allan Saint-Maximin,3.0,42,37.4,12.1,60.2,4,23.0,12,1
1550,Andreas Pereira,0.0,0,0.0,0.0,0.0,17,0.0,0,1
1552,Andriy Yarmolenko,-0.3,0,0.0,0.0,0.0,9,0.0,0,0
1553,Andros Townsend,5.5,9,29.4,3.7,7.8,5,0.0,2,0
1554,André Filipe Tavares Gomes,0.0,0,0.0,0.0,0.0,3,0.0,0,1
1555,André-Frank Zambo Anguissa,2.0,18,14.2,3.6,19.4,20,2.0,2,0
1560,Anthony Gordon,0.5,0,0.0,0.0,0.0,3,0.0,0,1
1561,Anthony Knockaert,-0.5,0,0.0,0.0,0.0,20,0.0,0,0
1565,Anwar El Ghazi,-1.5,0,0.0,0.0,0.0,11,0.0,0,1
1568,Ashley Westwood,4.0,33,3.7,6.3,42.2,14,17.0,8,0
1571,Ayoze Pérez,2.3,9,4.8,0.7,1.8,19,0.0,2,1
1573,Bamidele Alli,0.5,5,1.8,0.7,1.0,13,4.0,1,0
1581,Ben Osborn,0.7,10,15.8,2.3,7.6,1,0.0,2,0
1583,Bernardo Mota Veiga de Carvalho e Silva,1.8,5,12.1,2.3,3.2,10,8.0,1,0
1585,Bernard Anício Caldeira Duarte,0.5,0,0.0,0.0,0.0,3,0.0,0,1
1587,Bertrand Traoré,-0.5,2,0.5,2.8,1.0,11,26.0,1,1
1588,Billy Gilmour,0.0,0,0.0,0.0,0.0,6,0.0,0,1
1593,Brandon Pierrick,-0.5,0,0.0,0.0,0.0,5,0.0,0,0
1596,Bruno André Cavaco Jordao,0.0,0,0.0,0.0,0.0,8,0.0,0,1
1597,Bruno Miguel Borges Fernandes,6.7,21,16.6,7.5,35.4,17,23.0,6,1
1598,Bukayo Saka,3.0,29,6.0,10.0,40.6,15,53.0,8,1
1599,Callum Hudson-Odoi,3.0,16,29.6,5.3,5.2,6,18.0,3,1
1606,Cengiz Ünder,1.0,2,3.3,1.0,2.6,19,4.0,1,1
1610,Cheikhou Kouyaté,3.5,9,0.2,1.9,14.8,5,4.0,2,0
1612,Christian Atsu,0.0,0,0.0,0.0,0.0,4,0.0,0,1
1615,Christian Pulisic,0.7,7,0.3,0.6,5.4,6,0.0,1,1
1622,Cole Palmer,1.5,0,0.0,0.0,0.0,10,0.0,0,0
1625,Conor Gallagher,-0.5,0,0.0,0.0,0.0,16,0.0,0,0
1626,Conor Hourihane,4.2,0,0.0,0.0,0.0,11,0.0,0,1
1628,Curtis Jones,2.0,4,1.3,0.7,5.8,2,0.0,1,0
1632,Dale Stephens,1.0,13,2.5,1.7,6.0,14,8.0,2,0
1634,Daniel Castelo Podence,3.0,7,5.2,0.6,1.2,8,0.0,3,1
1635,Daniel Ceballos Fernández,3.5,20,27.9,4.4,15.6,15,0.0,3,1
1636,Daniel James,0.3,0,0.0,0.0,0.0,17,0.0,0,1
1650,Davy Pröpper,-0.1,0,0.0,0.0,0.0,7,0.0,0,0
1653,Declan Rice,2.0,16,12.0,2.7,8.8,9,6.0,3,0
1654,Demarai Gray,0.4,0,0.0,0.0,0.0,19,0.0,0,1
1656,Dennis Praet,3.4,0,0.0,0.0,0.0,19,0.0,0,1
1658,Diogo Jota,3.5,5,18.6,8.4,10.6,2,55.0,2,0
1661,Donny van de Beek,2.7,4,0.8,0.9,2.6,17,6.0,1,1
1662,Douglas Luiz Soares de Paulo,0.8,4,0.3,1.2,11.6,11,0.0,1,1
1664,Dwight McNeil,2.7,10,36.1,5.0,9.8,14,4.0,1,0
1665,Eberechi Eze,1.0,4,3.9,0.4,0.0,5,0.0,2,0
1671,Emile Smith Rowe,0.0,0,0.0,0.0,0.0,15,0.0,0,1
1678,Erik Lamela,1.2,5,1.4,3.5,5.6,13,28.0,0,0
